11/22/2013,519.52,522.16,518.53,519.8,55931400,72.44
11/21/2013,517.6,521.21,513.67,521.14,65506700,72.63
11/20/2013,519.23,520.42,514.33,515,48479200,71.77
11/19/2013,519.03,523.38,517.97,519.55,52234700,72.41
11/18/2013,524.99,527.19,518.2,518.63,61236000,72.28
11/15/2013,526.58,529.09,524.49,524.99,79480100,73.16
11/14/2013,522.81,529.28,521.87,528.16,70604800,73.61
11/13/2013,518,522.25,516.96,520.63,49305200,72.56
11/12/2013,517.67,523.92,517,520.01,51069200,72.47
11/11/2013,519.99,521.67,514.41,519.05,56863100,72.34
11/8/2013,514.58,521.13,512.59,520.56,69829200,72.55
11/7/2013,519.58,523.19,512.38,512.49,65655100,71.42
11/6/2013,524.15,524.86,518.2,520.92,55843900,72.6
11/5/2013,524.58,528.89,523,525.45,66303300,72.8
11/4/2013,521.1,526.82,518.81,526.75,61156900,72.98
11/1/2013,524.02,524.8,515.84,520.03,68722500,72.05
10/31/2013,525,527.49,521.27,522.7,68924100,72.42
10/30/2013,519.61,527.52,517.02,524.9,88540900,72.73
10/29/2013,536.27,539.25,514.54,516.68,158951800,71.59
10/28/2013,529.04,531,523.21,529.88,137610200,73.42
10/25/2013,531.32,533.23,525.11,525.96,84448000,72.87
10/24/2013,525,532.47,522.45,531.91,96191200,73.7
10/23/2013,519,525.67,519,524.96,78430800,72.74
10/22/2013,526.41,528.45,508.03,519.87,133515900,72.03
10/21/2013,511.77,524.3,511.52,521.36,99526700,72.24
10/18/2013,505.99,509.26,505.71,508.89,72635500,70.51
10/17/2013,499.98,504.78,499.68,504.5,63398300,69.9
10/16/2013,500.79,502.53,499.23,501.11,62775300,69.43
10/15/2013,497.51,502,495.52,498.68,80018400,69.09
10/14/2013,489.83,497.58,489.35,496.04,65474500,68.73
10/11/2013,486.99,493.84,485.16,492.81,66934700,68.28
10/10/2013,491.32,492.38,487.04,489.64,69650700,67.84
10/9/2013,484.64,487.79,478.28,486.59,75431300,67.42
10/8/2013,489.94,490.64,480.54,480.94,72729300,66.64
10/7/2013,486.56,492.65,485.35,487.75,78073100,67.58
10/4/2013,483.86,484.6,478.6,483.03,64717100,66.93
10/3/2013,490.51,492.35,480.74,483.41,80688300,66.98
10/2/2013,485.63,491.8,483.75,489.56,72296000,67.83
10/1/2013,478.45,489.14,478.38,487.96,88470900,67.61
9/30/2013,477.25,481.66,474.41,476.75,65039100,66.06
9/27/2013,483.78,484.67,480.72,482.75,57010100,66.89
9/26/2013,486,488.56,483.9,486.22,59305400,67.37
9/25/2013,489.2,489.64,481.43,481.53,79239300,66.72
9/24/2013,494.88,495.47,487.82,489.1,91086100,67.77
